0.312243	0.58034	0	0	0.312243	0.58034	0.6	0.6	5.19994	0
0.784299	0.730483	2.31825	4.30874	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686
1.17384	0.481083	2.31825	4.30874	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996
1.32896	0.550995	4.02102	3.47214	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781
1.65062	0.624693	4.02102	3.47214	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597
1.9146	0.607694	5.79104	1.94139	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323
2.18882	0.64874	5.79104	1.94139	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932
2.35512	0.672091	5.11356	1.35163	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389
2.65526	0.665981	5.11356	1.35163	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654
2.93036	0.661507	5.38533	0.60942	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668
3.01223	0.637047	5.38533	0.60942	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415
3.36618	0.4995	5.79599	-1.25863	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818
3.89364	0.311796	5.79599	-1.25863	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576
4.17766	0.580901	5.61359	2.23221	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
4.30935	0.578566	5.61359	2.23221	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
4.56745	0.678995	4.90058	2.04297	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
4.35144	0.899171	4.90058	2.04297	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
4.78185	0.737487	5.9813	-0.92658	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649
5.51893	0.648234	5.9813	-0.92658	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
5.68035	0.652756	5.51977	-0.288577	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868
6.022	0.708618	5.51977	-0.288577	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
6.21063	0.517058	5.20428	-2.08801	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
6.34249	0.948821	5.20428	-2.08801	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
6.61088	0.839545	5.31118	-2.13672	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
6.78215	0.714036	5.31118	-2.13672	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
7.07776	0.617406	4.85726	-2.09559	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
7.13735	0.957206	4.85726	-2.09559	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
7.55439	0.829502	5.69576	-2.45219	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
7.80533	0.719126	5.69576	-2.45219	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
8.12848	0.723858	5.10074	-1.1843	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
8.24796	0.840318	5.10074	-1.1843	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
8.51804	1.04631	5.63976	1.64468	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
8.74615	1.04858	5.63976	1.64468	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
9.18551	1.08755	5.28369	0.936689	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
9.25579	1.04913	5.28369	0.936689	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
9.62368	1.21766	4.92761	2.05202	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
10.0484	1.44598	4.92761	2.05202	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
10.3246	1.58263	4.42819	2.28844	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
10.2492	1.45907	4.42819	2.28844	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
10.5529	1.58481	4.26355	2.25259	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
10.7313	1.45266	4.26355	2.25259	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
11.0866	1.51198	5.14917	1.60342	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
11.587	1.61462	5.14917	1.60342	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
11.7555	1.66322	4.78769	1.35313	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
11.7788	1.74591	4.78769	1.35313	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
12.047	1.89665	4.83898	2.19028	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
12.3226	1.78354	4.83898	2.19028	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
12.5717	1.87121	5.14091	1.99422	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
12.5924	2.17509	5.14091	1.99422	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
12.92	2.34006	4.91344	2.50998	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701
13.0875	2.40708	4.91344	2.50998	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
13.1561	2.67024	3.31389	4.01058	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
13.836	2.6248	3.31389	4.01058	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
13.9895	2.84077	3.95086	4.32765	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
14.2105	2.94205	3.95086	4.32765	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
14.4635	3.11715	4.74482	3.93863	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
14.4616	2.90735	4.74482	3.93863	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
14.6719	3.22557	3.60469	5.03558	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
15.0261	3.5067	3.60469	5.03558	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
15.2394	3.79615	3.3185	5.2756	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
15.5235	3.82937	3.3185	5.2756	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
15.7139	4.01639	4.22	4.63488	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
15.9774	4.00095	4.22	4.63488	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
16.1993	4.19609	3.70316	4.08431	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
16.3313	4.44499	3.70316	4.08431	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
16.5737	4.61927	4.06249	3.7001	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
16.6039	4.67344	4.06249	3.7001	16.6039	4.67344	16.613	4.5849	3.74	3.28438
16.8036	4.85066	3.133	3.35977	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
16.9955	5.21099	3.133	3.35977	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
17.1993	5.2961	3.99665	2.60159	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
17.2894	5.43542	3.99665	2.60159	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
17.5023	5.45396	4.21508	1.45238	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
17.7853	5.62476	4.21508	1.45238	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
17.9661	5.72861	3.44831	1.63844	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
18.1263	6.16984	3.44831	1.63844	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
18.2834	6.32105	3.31189	2.3768	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
18.2164	6.66137	3.31189	2.3768	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
18.3897	6.80306	3.12802	2.51991	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
18.5422	6.76013	3.12802	2.51991	18.5422	6.76013	18.572	6.80638	2.7356	4.08867
18.7395	6.92713	3.21915	2.82656	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
